,Unnamed: 0,hr,,,Name,weight,mlb_g,height_inches,era,round_sort,round,draft_type,rbi,bats,description,sv,height_feet,pick,year,name_last_first,avg,overall,milb_g,Team,league_full,primary_position,team_abbrev,birth_date,so,throws,league_id,l,w,school,trans_date,sb,signed_sw,round_desc,player_id,team_id,DOB,First,Last,,
50622,50622,9,,,Zack Greinke,200,1,2,3.41,1,1,JR,34,R,June Amateur Draft,1,6,6,2002,"Greinke, Zack",0.225,6,Y,KCR,American League,P,KC,10/21/1983,2806,R,103,132,219,Apopka HS (FL),,9,N,Round 1,425844,118,10/21/83,Zack,Greinke,,
50623,50623,319,,,Prince Fielder,275,1,11,-1,1,1,JR,1028,L,June Amateur Draft,,5,7,2002,"Fielder, Prince",0.283,7,Y,MIL,National League,1B,MIL,5/9/1984,,R,104,,,"Eau Gallie HS (Melbourne, FL)",,18,N,Round 1,425902,158,05/09/84,Prince,Fielder,,
50624,50624,16,,,Scott Moore,195,1,2,-1,1,1,JR,53,L,June Amateur Draft,,6,8,2002,"Moore, Scott",0.242,8,Y,DET,American League,SS,DET,11/17/1983,,R,103,,,Cypress HS (CA),,3,N,Round 1,445599,116,11/17/83,Scott,Moore,,
50625,50625,0,,,Jeff Francis,220,1,5,4.97,1,1,JR,16,L,June Amateur Draft,1,6,9,2002,"Francis, Jeff",0.116,9,Y,COL,National League,P,COL,1/8/1981,869,L,104,82,72,"Lethbridge College, AB",,0,N,Round 1,433585,115,01/08/81,Jeff,Francis,,
50626,50626,0,,,Drew Meyer,205,1,10,-1,1,1,JR,0,L,June Amateur Draft,,5,10,2002,"Meyer, Drew",0.214,10,Y,TEX,American League,SS,TEX,8/29/1981,,R,103,,,South Carolina,,0,N,Round 1,444348,140,08/29/81,Drew,Meyer,,
50627,50627,65,,,Jeremy Hermida,220,1,3,-1,1,1,JR,250,L,June Amateur Draft,,6,11,2002,"Hermida, Jeremy",0.257,11,Y,FLA,National League,OF,FLA,1/30/1984,,R,104,,,"Wheeler HS (Marietta, GA)",,22,N,Round 1,435181,146,01/30/84,Jeremy,Hermida,,
50628,50628,0,,,Joe Saunders,215,1,3,4.37,1,1,JR,6,L,June Amateur Draft,0,6,12,2002,"Saunders, Joe",0.133,12,Y,ANA,American League,P,ANA,6/16/1981,792,L,103,86,89,Virginia Tech,,1,N,Round 1,434578,108,06/16/81,Joe,Saunders,,
50629,50629,90,,,Khalil Greene,185,1,11,-1,1,1,JR,352,R,June Amateur Draft,,5,13,2002,"Greene, Khalil",0.245,13,Y,SDP,National League,SS,SD,10/21/1979,,R,104,,,Clemson,,25,N,Round 1,425867,135,10/21/79,Khalil,Greene,,
50630,50630,17,,,Russ Adams,205,1,0,-1,1,1,JR,113,L,June Amateur Draft,,6,14,2002,"Adams, Russ",0.247,14,Y,TOR,American League,SS,TOR,8/30/1980,,R,103,,,North Carolina,,15,N,Round 1,425859,141,08/30/80,Russ,Adams,,
50631,50631,0,,,Scott Kazmir,185,1,0,4.01,1,1,JR,4,L,June Amateur Draft,0,6,15,2002,"Kazmir, Scott",0.111,15,Y,NYM,National League,P,NYM,1/24/1984,1618,L,104,97,108,Cypress Falls HS (Houston),,0,N,Round 1,431148,121,01/24/84,Scott,Kazmir,,
50632,50632,245,,,Nick Swisher,195,1,0,0,1,1,JR,803,S,June Amateur Draft,0,6,16,2002,"Swisher, Nick",0.249,16,Y,OAK,American League,OF,OAK,11/25/1980,1,L,103,0,0,Ohio State,,13,N,Round 1,430897,133,11/25/80,Nick,Swisher,,
50633,50633,2,,,Cole Hamels,205,1,4,3.43,1,1,JR,34,L,June Amateur Draft,0,6,17,2002,"Hamels, Cole",0.169,17,Y,PHI,National League,P,PHI,12/27/1983,2560,L,104,122,163,"Rancho Bernardo HS (San Diego, CA)",,1,N,Round 1,430935,143,12/27/83,Cole,Hamels,,
50634,50634,0,,,Royce Ring,220,1,0,5.29,1,1,JR,0,L,June Amateur Draft,0,6,18,2002,"Ring, Royce",,18,Y,CHW,American League,P,CWS,12/21/1980,55,L,103,3,3,San Diego State,,0,N,Round 1,429721,145,12/21/80,Royce,Ring,,
50635,50635,108,,,James Loney,235,1,3,-1,1,1,JR,669,L,June Amateur Draft,,6,19,2002,"Loney, James",0.284,19,Y,LAD,National League,1B,LA,5/7/1984,,L,104,,,"Lawrence Elkins HS (Missouri City, TX)",,38,N,Round 1,425766,119,05/07/84,James,Loney,,
50636,50636,71,,,Denard Span,210,1,0,-1,1,1,JR,490,L,June Amateur Draft,,6,20,2002,"Span, Denard",0.281,20,Y,MIN,American League,OF,MIN,2/27/1984,,L,103,,,"Catholic HS (Tampa, FL)",,185,N,Round 1,452655,142,02/27/84,Denard,Span,,
50638,50638,0,,,Jeremy Guthrie,205,1,1,4.42,1,1,JR,1,R,June Amateur Draft,0,6,22,2002,"Guthrie, Jeremy",0.1,22,Y,CLE,American League,P,CLE,4/8/1979,1046,R,103,109,91,Stanford,,0,N,Round 1,425386,114,04/08/79,Jeremy,Guthrie,,
50639,50639,160,,,Jeff Francoeur,225,1,4,9,1,1,JR,698,R,June Amateur Draft,0,6,23,2002,"Francoeur, Jeff",0.261,23,Y,ATL,National League,OF,ATL,1/8/1984,1,R,104,0,0,"Parkview HS (Lilburn, Ga)",,54,N,Round 1,425796,144,01/08/84,Jeff,Francoeur,,
50640,50640,0,,,Joe Blanton,225,1,3,4.38,1,1,JR,6,R,June Amateur Draft,2,6,24,2002,"Blanton, Joe",0.106,24,Y,OAK,American League,P,OAK,12/11/1980,1284,R,103,97,101,Kentucky,,0,N,Round 1,430599,133,12/11/80,Joe,Blanton,,
50641,50641,7,,,Matt Cain,230,1,3,3.68,1,1,JR,34,R,June Amateur Draft,0,6,25,2002,"Cain, Matt",0.121,25,Y,SFG,National League,P,SF,10/1/1984,1694,R,104,118,104,"Houston HS (Germantown, Tenn)",,0,N,Round 1,430912,137,10/01/84,Matt,Cain,,
50643,50643,0,,,Sergio Santos,215,1,4,3.98,1,1,JR,0,R,June Amateur Draft,39,6,27,2002,"Santos, Sergio",0,27,Y,ARI,National League,SS,ARI,7/4/1983,227,R,104,12,7,"Mater Dei HS (Santa Ana, CA)",,0,N,Round 1,435045,109,07/04/83,Sergio,Santos,,
50644,50644,56,,,John Mayberry Jr.,235,1,6,-1,1,1,JR,180,R,June Amateur Draft,,6,28,2002,"Mayberry Jr., John",0.235,28,Y,SEA,American League,OF,SEA,12/21/1983,,R,103,,,"Rockhurst HS (Kansas City, MO)",,15,N,Round 1,460055,136,12/21/83,John,Mayberry,Jr.,
50650,50650,0,,,Dan Meyer,225,1,2,5.46,1,1,JR,0,R,June Amateur Draft,2,6,34,2002,"Meyer, Dan",0,34,Y,ATL,National League,P,ATL,7/3/1981,92,L,104,9,3,James Madison,,0,N,Round 1,434159,144,07/03/81,Dan,Meyer,,
50651,50651,0,,,Jeremy Brown,220,1,10,-1,1,1,JR,0,R,June Amateur Draft,,5,35,2002,"Brown, Jeremy",0.3,35,Y,OAK,American League,C,OAK,10/25/1979,,R,103,,,Alabama,,0,N,Round 1,425851,133,10/25/79,Jeremy,Brown,,
50655,50655,67,,,Mark Teahen,230,1,3,-1,1,1,JR,332,L,June Amateur Draft,,6,39,2002,"Teahen, Mark",0.264,39,Y,OAK,American League,3B,OAK,9/6/1981,,R,103,,,St. Mary's Collegiate,,45,N,Round 1,433597,133,09/06/81,Mark,Teahen,,
50659,50659,5,,,Jason Pridie,205,1,1,-1,2,2,JR,24,L,June Amateur Draft,,6,2,2002,"Pridie, Jason",0.216,43,Y,TBR,American League,OF,TB,10/9/1983,,R,103,,,Prescott HS (Ariz),,7,N,Round 2,445095,139,10/09/83,Jason,Pridie,,
50660,50660,330,,,Joey Votto,220,1,2,-1,2,2,JR,1062,L,June Amateur Draft,,6,3,2002,"Votto, Joey",0.302,44,Y,CIN,National League,3B,CIN,9/10/1983,,R,104,,,Richview Collegiate Institute,,80,N,Round 2,458015,113,09/10/83,Joey,Votto,,
50662,50662,0,,,Darrell Rasner,210,1,3,5,2,2,JR,0,R,June Amateur Draft,0,6,5,2002,"Rasner, Darrell",0,46,Y,MON,National League,P,MON,1/13/1981,93,R,104,15,9,Nevada - Reno,,0,N,Round 2,434480,120,01/13/81,Darrell,Rasner,,
50665,50665,3,,,Brent Clevlen,205,1,1,-1,2,2,JR,7,R,June Amateur Draft,,6,8,2002,"Clevlen, Brent",0.234,49,Y,DET,American League,OF,DET,10/27/1983,,R,103,,,"Westwood HS (Cedar Park, TX)",,0,N,Round 2,459334,116,10/27/83,Brent,Clevlen,,
50666,50666,9,,,Micah Owings,220,1,5,4.86,2,2,JR,35,R,June Amateur Draft,1,6,9,2002,"Owings, Micah",0.283,50,Y,COL,National League,P,COL,9/28/1982,347,R,104,33,32,Gainesville HS (GA),,0,N,Round 2,452249,115,09/28/82,Micah,Owings,,
50668,50668,18,,,Robert Andino,185,1,11,-1,2,2,JR,97,R,June Amateur Draft,,5,11,2002,"Andino, Robert",0.233,52,Y,FLA,National League,SS,FLA,4/25/1984,,R,104,,,Miami HS (Fla Southridge Sr),,24,N,Round 2,435180,146,04/25/84,Robert,Andino,,
50669,50669,0,,,Kevin Jepsen,235,1,3,4,2,2,JR,0,R,June Amateur Draft,27,6,12,2002,"Jepsen, Kevin",,53,Y,ANA,American League,P,ANA,7/26/1984,373,R,103,33,18,"Bishop Manogue HS (Reno, NV)",,0,N,Round 2,448178,108,07/26/84,Kevin,Jepsen,,
50671,50671,0,,,Dave Bush,205,1,2,4.73,2,2,JR,13,R,June Amateur Draft,0,6,14,2002,"Bush, Dave",0.129,55,Y,TOR,American League,P,TOR,11/9/1979,768,R,103,69,56,Wake Forest,,0,N,Round 2,433657,141,11/09/79,Dave,Bush,,
50673,50673,4,,,Jon Lester,249,1,4,3.65,2,2,JR,31,L,June Amateur Draft,0,6,16,2002,"Lester, Jon",0.115,57,Y,BOS,American League,P,BOS,1/7/1984,2484,L,103,117,200,"Bellarmine Prep HS (Puyallup, WA)",,1,N,Round 2,452657,111,01/07/84,Jon,Lester,,
50674,50674,0,,,Zack Segovia,245,1,2,8.22,2,2,JR,0,R,June Amateur Draft,0,6,17,2002,"Segovia, Zack",0,58,Y,PHI,National League,P,PHI,4/11/1983,6,R,104,1,1,Forney HS (TX),,0,N,Round 2,434564,143,04/11/83,Zack,Segovia,,
50675,50675,12,,,Jeremy Reed,195,1,0,-1,2,2,JR,110,L,June Amateur Draft,,6,18,2002,"Reed, Jeremy",0.252,59,Y,CHW,American League,OF,CWS,6/15/1981,,L,103,,,Long Beach State,,20,N,Round 2,430598,145,06/15/81,Jeremy,Reed,,
50676,50676,0,,,Jonathan Broxton,285,1,4,3.41,2,2,JR,0,R,June Amateur Draft,118,6,19,2002,"Broxton, Jonathan",0,60,Y,LAD,National League,P,LA,6/16/1984,758,R,104,38,43,"Burke County HS (Waynesboro, Ga)",,0,N,Round 2,455009,119,06/16/84,Jonathan,Broxton,,
50677,50677,0,,,Jesse Crain,215,1,1,3.05,2,2,JR,0,R,June Amateur Draft,4,6,20,2002,"Crain, Jesse",0,61,Y,MIN,American League,P,MIN,7/5/1981,440,R,103,30,45,Houston,,0,N,Round 2,430884,142,07/05/81,Jesse,Crain,,
50679,50679,,,,Brian Slocum,215,1,2,7.78,2,2,JR,,R,June Amateur Draft,0,6,22,2002,"Slocum, Brian",,63,Y,CLE,American League,P,CLE,3/27/1981,12,R,103,0,0,Villanova,,,N,Round 2,451497,114,03/27/81,Brian,Slocum,,
50680,50680,282,,,Brian McCann,225,1,3,-1,2,2,JR,1018,L,June Amateur Draft,,6,23,2002,"McCann, Brian",0.262,64,Y,ATL,National League,C,ATL,2/20/1984,,R,104,,,Duluth HS (GA),,25,N,Round 2,435263,144,02/20/84,Brian,McCann,,
50681,50681,17,,,Tyler Greene,200,1,2,-1,2,2,JR,61,R,June Amateur Draft,,6,24,2002,"Greene, Tyler",0.224,65,Y,ATL,National League,SS,ATL,8/17/1983,,R,104,,,"Saint Thomas Aquinas HS (Plantation, FL)",,28,N,Round 2,460022,144,08/17/83,Tyler,Greene,,
50682,50682,27,,,Fred Lewis,205,1,2,-1,2,2,JR,136,L,June Amateur Draft,,6,25,2002,"Lewis, Fred",0.266,66,Y,SFG,National League,OF,SF,12/9/1980,,R,104,,,Southern,,53,N,Round 2,430930,137,12/09/80,Fred,Lewis,,
50684,50684,77,,,Chris Snyder,235,1,4,-1,2,2,JR,298,R,June Amateur Draft,,6,27,2002,"Snyder, Chris",0.224,68,Y,ARI,National League,C,ARI,2/12/1981,,R,104,,,Houston,,0,N,Round 2,430965,109,02/12/81,Chris,Snyder,,
50686,50686,0,,,Mitch Talbot,180,1,1,5.3,2,2,JR,0,R,June Amateur Draft,0,6,29,2002,"Talbot, Mitch",0,70,Y,HOU,National League,P,HOU,10/17/1983,129,R,104,19,12,"Canyon View HS (Cedar City, UT)",2002-08-20T00:00:00,0,Y,Round 2,452676,117,10/17/83,Mitch,Talbot,,
50690,50690,31,,,Elijah Dukes,250,1,1,-1,3,3,JR,123,R,June Amateur Draft,,6,2,2002,"Dukes, Elijah",0.242,74,Y,TBR,American League,OF,TB,6/26/1984,,R,103,,,"Hillsborough HS (Tampa, FL)",,18,N,Round 3,452668,139,06/26/84,Elijah,Dukes,,
50692,50692,0,,,Val Majewski,220,1,2,-1,3,3,JR,1,L,June Amateur Draft,,6,4,2002,"Majewski, Val",0.154,76,Y,BAL,American League,OF,BAL,6/19/1981,,L,103,,,Rutgers,,0,N,Round 3,433583,110,06/19/81,Val,Majewski,,
50696,50696,344,,,Curtis Granderson,200,1,1,-1,3,3,JR,937,L,June Amateur Draft,,6,8,2002,"Granderson, Curtis",0.249,80,Y,DET,American League,OF,DET,3/16/1981,,R,103,,,Illinois,,153,N,Round 3,434158,116,03/16/81,Curtis,Granderson,,
50706,50706,0,,,Josh Rupe,210,1,3,5.06,3,3,JR,0,R,June Amateur Draft,0,6,18,2002,"Rupe, Josh",,90,Y,CHW,American League,P,CWS,8/18/1982,90,R,103,3,5,Louisburg College,,0,N,Round 3,434666,145,08/18/82,Josh,Rupe,,
50709,50709,0,,,Billy Petrick,240,1,6,7.45,3,3,JR,0,R,June Amateur Draft,0,6,21,2002,"Petrick, Billy",,93,Y,CHC,National League,P,CHC,4/29/1984,6,R,104,0,0,Morris HS (IL),,0,N,Round 3,459336,112,04/29/84,Billy,Petrick,,
50711,50711,0,,,Charlie Morton,215,1,5,4.02,3,3,JR,7,R,June Amateur Draft,0,6,23,2002,"Morton, Charlie",0.084,95,Y,ATL,National League,P,ATL,11/12/1983,1479,R,104,95,106,"Joel Barlow HS (Redding, Conn)",,0,N,Round 3,450203,144,11/12/83,Charlie,Morton,,
50713,50713,6,,,Daniel Ortmeier,230,1,4,-1,3,3,JR,24,S,June Amateur Draft,,6,25,2002,"Ortmeier, Daniel",0.255,97,Y,SFG,National League,OF,SF,5/11/1981,,L,104,,,Texas,,5,N,Round 3,430931,137,05/11/81,Daniel,Ortmeier,,
50714,50714,0,,,Bill Murphy,195,1,11,4.08,3,3,JR,0,L,June Amateur Draft,0,5,26,2002,"Murphy, Bill",,98,Y,OAK,American League,P,OAK,5/9/1981,8,L,103,0,0,UC Riverside,,0,N,Round 3,430889,133,05/09/81,Bill,Murphy,,
50720,50720,1,,,Wes Bankston,215,1,4,-1,4,4,JR,4,R,June Amateur Draft,,6,2,2002,"Bankston, Wes",0.203,104,Y,TBR,American League,OF,TB,11/27/1983,,R,103,,,"Plano East Sr HS (Plano, TX)",,0,N,Round 4,457821,139,11/27/83,Wes,Bankston,,
50727,50727,54,,,Jeff Baker,220,1,2,-1,4,4,JR,235,R,June Amateur Draft,,6,9,2002,"Baker, Jeff",0.264,111,Y,COL,National League,3B,COL,6/21/1981,,R,104,,,Clemson,,14,N,Round 4,425557,115,06/21/81,Jeff,Baker,,
50728,50728,0,,,Rich Hill,221,1,5,3.8,4,4,JR,13,L,June Amateur Draft,0,6,10,2002,"Hill, Rich",0.114,112,Y,CHC,National League,P,CHC,3/11/1980,1179,L,104,52,73,Texas - San Antonio,,0,N,Round 4,448179,112,03/11/80,Rich,Hill,,
50729,50729,3,,,Josh Johnson,250,1,7,3.4,4,4,JR,25,L,June Amateur Draft,0,6,11,2002,"Johnson, Josh",0.125,113,Y,FLA,National League,P,FLA,1/31/1984,915,R,104,45,58,"Jenks HS (Tulsa, OK)",,0,N,Round 4,435178,146,01/31/84,Josh,Johnson,,
50732,50732,,,,Adam Peterson,225,1,2,16.87,4,4,JR,,R,June Amateur Draft,0,6,14,2002,"Peterson, Adam",,116,Y,TOR,American League,P,TOR,5/18/1979,2,R,103,0,0,Wichita State,,,N,Round 4,433594,141,05/18/79,Adam,Peterson,,
50734,50734,0,,,Chris Smith,190,1,0,5.41,4,4,JR,0,R,June Amateur Draft,0,6,16,2002,"Smith, Chris",0,118,Y,BOS,American League,P,BOS,4/9/1981,112,R,103,4,1,UC Riverside,,0,N,Round 4,434672,111,04/09/81,Chris,Smith,,
50737,50737,17,,,Delwyn Young,209,1,10,-1,4,4,JR,81,S,June Amateur Draft,,5,19,2002,"Young, Delwyn",0.258,121,Y,LAD,National League,2B,LA,6/30/1982,,R,104,,,Santa Barbara City College,,4,N,Round 4,434704,119,06/30/82,Delwyn,Young,,
50743,50743,0,,,Kevin Correia,200,1,3,4.62,4,4,JR,13,R,June Amateur Draft,0,6,25,2002,"Correia, Kevin",0.12,127,Y,SFG,National League,P,SF,8/24/1980,906,R,104,98,76,Cal Poly San Luis Obispo,,0,N,Round 4,429781,137,08/24/80,Kevin,Correia,,
50744,50744,14,,,John Baker,215,1,1,0,4,4,JR,120,L,June Amateur Draft,0,6,26,2002,"Baker, John",0.247,128,Y,OAK,American League,C,OAK,1/20/1981,0,R,103,0,1,California,,2,N,Round 4,434633,133,01/20/81,John,Baker,,
50745,50745,0,,,Lance Cormier,200,1,1,5.07,4,4,JR,2,R,June Amateur Draft,3,6,27,2002,"Cormier, Lance",0.106,129,Y,ARI,National League,P,ARI,8/19/1980,276,R,104,28,24,Alabama,,0,N,Round 4,433578,109,08/19/80,Lance,Cormier,,
50747,50747,0,,,Mark McLemore,220,1,2,3.86,4,4,JR,0,L,June Amateur Draft,0,6,29,2002,"McLemore, Mark",,131,Y,HOU,National League,P,HOU,10/9/1980,35,L,104,0,3,Oregon State,,0,N,Round 4,434642,117,10/09/80,Mark,McLemore,,
50752,50752,0,,,Hayden Penn,200,1,3,9.51,5,5,JR,0,R,June Amateur Draft,0,6,4,2002,"Penn, Hayden",0,136,Y,BAL,American League,P,BAL,10/13/1984,53,R,103,6,4,"Santana HS (Santee, CA)",,0,N,Round 5,435140,110,10/13/84,Hayden,Penn,,
50754,50754,33,,,Donnie Murphy,190,1,10,-1,5,5,JR,119,R,June Amateur Draft,,5,6,2002,"Murphy, Donnie",0.212,138,Y,KCR,American League,SS,KC,3/10/1983,,R,103,,,Orange Coast CC,,7,N,Round 5,430906,118,03/10/83,Donnie,Murphy,,
50759,50759,93,,,Nick Hundley,203,1,0,-1,5,5,JR,376,R,June Amateur Draft,,6,11,2002,"Hundley, Nick",0.247,143,Y,FLA,National League,C,FLA,9/8/1983,,R,104,,,"Lake Washington Sr HS (Redmond, WA)",,15,N,Round 5,460026,146,09/08/83,Nick,Hundley,,
50768,50768,13,,,Clete Thomas,200,1,11,-1,5,5,JR,65,L,June Amateur Draft,,5,20,2002,"Thomas, Clete",0.233,152,Y,MIN,American League,OF,MIN,11/14/1983,,R,103,,,A Crawford Mosley HS (FL),,6,N,Round 5,460004,142,11/14/83,Clete,Thomas,,
50770,50770,50,,,Ben Francisco,195,1,1,-1,5,5,JR,190,R,June Amateur Draft,,6,22,2002,"Francisco, Ben",0.253,154,Y,CLE,American League,OF,CLE,10/23/1981,,R,103,,,California,,30,N,Round 5,450204,114,10/23/81,Ben,Francisco,,
50772,50772,6,,,Matt Carson,200,1,2,-1,5,5,JR,21,R,June Amateur Draft,,6,24,2002,"Carson, Matt",0.237,156,Y,NYY,American League,OF,NYY,7/1/1981,,R,103,,,Brigham Young,,7,N,Round 5,454998,147,07/01/81,Matt,Carson,,
50774,50774,,,,Mark Kiger,195,1,10,-1,5,5,JR,,R,June Amateur Draft,,5,26,2002,"Kiger, Mark",,158,Y,OAK,American League,IF,OAK,5/30/1980,,R,103,,,Florida,,,N,Round 5,456577,133,05/30/80,Mark,Kiger,,
50777,50777,0,,,Pat Misch,195,1,2,4.8,5,5,JR,1,R,June Amateur Draft,0,6,29,2002,"Misch, Pat",0.077,161,Y,HOU,National League,P,HOU,8/18/1981,116,L,104,15,4,Western Michigan,,0,N,Round 5,435619,117,08/18/81,Pat,Misch,,
50779,50779,15,,,Brad Eldred,270,1,6,-1,6,6,JR,34,R,June Amateur Draft,,6,1,2002,"Eldred, Brad",0.203,163,Y,PIT,National League,IF,PIT,7/12/1980,,R,104,,,Florida International,,1,N,Round 6,434660,134,07/12/80,Brad,Eldred,,
50780,50780,0,,,Cesar Ramos,200,1,2,4.02,6,6,JR,0,L,June Amateur Draft,2,6,2,2002,"Ramos, Cesar",0,164,Y,TBR,American League,P,TB,6/22/1984,268,L,103,15,10,"El Rancho HS (Pico Rivera, CA)",,0,N,Round 6,459987,139,06/22/84,Cesar,Ramos,,
50782,50782,1,,,John Maine,220,1,4,4.45,6,6,JR,8,R,June Amateur Draft,0,6,4,2002,"Maine, John",0.096,166,Y,BAL,American League,P,BAL,5/8/1981,499,R,103,36,41,North Carolina,,0,N,Round 6,429720,110,05/08/81,John,Maine,,
50784,50784,1,,,Brandon Jones,215,1,1,-1,6,6,JR,22,L,June Amateur Draft,,6,6,2002,"Jones, Brandon",0.257,168,Y,KCR,American League,SS,KC,12/10/1983,,R,103,,,Wewahitchka HS (Fla),,1,N,Round 6,447761,118,12/10/83,Brandon,Jones,,
50787,50787,0,,,Sean Barker,220,1,3,-1,6,6,JR,0,R,June Amateur Draft,,6,9,2002,"Barker, Sean",0,171,Y,COL,National League,OF,COL,5/26/1980,,R,104,,,Louisiana State,,0,N,Round 6,446436,115,05/26/80,Sean,Barker,,
50789,50789,0,,,Scott Olsen,210,1,4,4.85,6,6,JR,15,L,June Amateur Draft,0,6,11,2002,"Olsen, Scott",0.15,173,Y,FLA,National League,P,FLA,1/12/1984,528,L,104,49,37,"Crystal Lake South HS (Lake In The Hills, IL)",,0,N,Round 6,435179,146,01/12/84,Scott,Olsen,,
50792,50792,0,,,Jason Perry,200,1,0,-1,6,6,JR,1,L,June Amateur Draft,,6,14,2002,"Perry, Jason",0.118,176,Y,TOR,American League,1B,TOR,8/18/1980,,R,103,,,Georgia Tech,,0,N,Round 6,434634,141,08/18/80,Jason,Perry,,
50794,50794,0,,,Barret Browning,230,1,2,5.12,6,6,JR,0,L,June Amateur Draft,0,6,16,2002,"Browning, Barret",0,178,Y,BOS,American League,P,BOS,12/28/1984,11,L,103,3,1,"Wayne County HS (Jesup, Ga)",,0,N,Round 6,446135,111,12/28/84,Barret,Browning,,
50796,50796,3,,,Chris Getz,185,1,0,-1,6,6,JR,111,L,June Amateur Draft,,6,18,2002,"Getz, Chris",0.25,180,Y,CHW,American League,2B,CWS,8/30/1983,,R,103,,,Grosse Pointe HS (Mich South),,89,N,Round 6,460051,145,08/30/83,Chris,Getz,,
50798,50798,0,,,Pat Neshek,220,1,3,2.82,6,6,JR,0,S,June Amateur Draft,16,6,20,2002,"Neshek, Pat",,182,Y,MIN,American League,P,MIN,9/4/1980,471,R,103,25,36,Butler,,0,N,Round 6,450212,142,09/04/80,Pat,Neshek,,
50803,50803,0,,,Jesse English,220,1,3,3.86,6,6,JR,0,L,June Amateur Draft,0,6,25,2002,"English, Jesse",,187,Y,SFG,National League,P,SF,9/13/1984,4,L,104,0,0,"Rancho Buena Vista HS (Vista, CA)",,0,N,Round 6,450832,137,09/13/84,Jesse,English,,
50805,50805,4,,,Brian Barden,190,1,11,-1,6,6,JR,14,R,June Amateur Draft,,5,27,2002,"Barden, Brian",0.211,189,Y,ARI,National League,3B,ARI,4/2/1981,,R,104,,,Oregon State,,0,N,Round 6,449471,109,04/02/81,Brian,Barden,,
50806,50806,0,,,Troy Cate,220,1,1,3.38,6,6,JR,0,L,June Amateur Draft,0,6,28,2002,"Cate, Troy",0,190,Y,SEA,American League,P,SEA,10/21/1980,12,L,103,0,0,Ricks Junior College,,0,N,Round 6,446452,136,10/21/80,Troy,Cate,,
50809,50809,0,,,Matt Capps,250,1,2,3.52,7,7,JR,0,R,June Amateur Draft,138,6,1,2002,"Capps, Matt",0.2,193,Y,PIT,National League,P,PIT,9/3/1983,319,R,104,33,29,"Alexander HS (Douglasville, GA)",,0,N,Round 7,448165,134,09/03/83,Matt,Capps,,
50813,50813,0,,,Michael O'Connor,185,1,3,5.3,7,7,JR,1,L,June Amateur Draft,0,6,5,2002,"O'Connor, Michael",0.061,197,Y,MON,National League,P,MON,8/17/1980,71,L,104,10,4,George Washington,,0,N,Round 7,456585,120,08/17/80,Michael,O'Connor,,
50814,50814,0,,,Jonah Bayliss,200,1,1,6.75,7,7,JR,0,R,June Amateur Draft,0,6,6,2002,"Bayliss, Jonah",,198,Y,KCR,American League,P,KC,8/13/1980,54,R,103,4,5,Trinity College,,0,N,Round 7,435058,118,08/13/80,Jonah,Bayliss,,
50815,50815,0,,,Tom Wilhelmsen,220,1,6,3.53,7,7,JR,0,R,June Amateur Draft,68,6,7,2002,"Wilhelmsen, Tom",0,199,Y,MIL,National League,P,MIL,12/16/1983,339,R,104,15,14,Tucson HS (Ariz High Magnet),,0,N,Round 7,452666,158,12/16/83,Tom,Wilhelmsen,,
50817,50817,42,,,Ryan Spilborghs,200,1,1,-1,7,7,JR,218,R,June Amateur Draft,,6,9,2002,"Spilborghs, Ryan",0.272,201,Y,COL,National League,OF,COL,9/5/1979,,R,104,,,UC Santa Barbara,,31,N,Round 7,448676,115,09/05/79,Ryan,Spilborghs,,
50847,50847,4,,,Jeff Salazar,195,1,0,-1,8,8,JR,31,L,June Amateur Draft,,6,9,2002,"Salazar, Jeff",0.232,231,Y,COL,National League,OF,COL,11/24/1980,,L,104,,,Oklahoma State,,5,N,Round 8,434625,115,11/24/80,Jeff,Salazar,,
50854,50854,160,,,Brandon Moss,210,1,1,-1,8,8,JR,473,L,June Amateur Draft,,6,16,2002,"Moss, Brandon",0.237,238,Y,BOS,American League,2B,BOS,9/16/1983,,R,103,,,"Loganville HS (Monroe, Ga)",,11,N,Round 8,461235,111,09/16/83,Brandon,Moss,,
50856,50856,,,,Sean Tracey,205,1,1,3.38,8,8,JR,,L,June Amateur Draft,0,6,18,2002,"Tracey, Sean",,240,Y,CHW,American League,P,CWS,11/14/1980,3,R,103,0,0,UC Irvine,,,N,Round 8,434600,145,11/14/80,Sean,Tracey,,
50858,50858,200,,,Adam Lind,195,1,2,-1,8,8,JR,723,L,June Amateur Draft,,6,20,2002,"Lind, Adam",0.272,242,Y,MIN,American League,1B,MIN,7/17/1983,,L,103,,,"Highland HS (Anderson, IN)",,7,N,Round 8,452252,142,07/17/83,Adam,Lind,,
50862,50862,0,,,Brad Halsey,185,1,1,4.84,8,8,JR,2,L,June Amateur Draft,0,6,24,2002,"Halsey, Brad",0.08,246,Y,NYY,American League,P,NYY,2/14/1981,160,L,103,19,14,Texas,,0,N,Round 8,433517,147,02/14/81,Brad,Halsey,,
50863,50863,0,,,Clay Hensley,190,1,11,4,8,8,JR,4,R,June Amateur Draft,10,5,25,2002,"Hensley, Clay",0.092,247,Y,SFG,National League,P,SF,8/31/1979,371,R,104,34,28,Lamar,,1,N,Round 8,454535,137,08/31/79,Clay,Hensley,,
