,PLAYERID,LAST,FIRST,NICKNAME,BIRTHDATE,BIRTH CITY,BIRTH STATE,BIRTH COUNTRY,PLAY DEBUT,PLAY LASTGAME,MGR DEBUT,MGR LASTGAME,COACH DEBUT,COACH LASTGAME,UMP DEBUT,UMP LASTGAME,DEATHDATE,DEATH CITY,DEATH STATE,DEATH COUNTRY,BATS,THROWS,HEIGHT,WEIGHT,CEMETERY,CEME CITY,CEME STATE,CEME COUNTRY,CEME NOTE,BIRTH NAME,NAME CHG,BAT CHG,HOF,Debut Year
7740,hellt101,Hellman,Anthony Joseph,Tony,05/29/1861,Cincinnati,Ohio,USA,10/10/1886,10/10/1886,,,,,,,03/29/1898,Cincinnati,Ohio,USA,R,,9-May,175,St. Mary Cemetery,Cincinnati,Ohio,USA,,,,,NOT,1886
7741,hellu101,Hellings,,,,Philadelphia,Pennsylvania,USA,07/19/1875,07/19/1875,,,,,,,,,,,,,,,,,,,,,,,NOT,1875
7742,helmh101,Helmbold,Horace Willing,Horace,08/27/1867,Philadelphia,Pennsylvania,USA,10/11/1890,10/11/1890,,,,,,,11/18/1939,Lake Lure,North Carolina,USA,,,5-09.5,,,,,,,,,,NOT,1890
7743,helmt101,Helms,Tommy Vann,Tommy,5/5/1941,Charlotte,North Carolina,USA,9/23/1964,10/1/1977,5/2/1988,10/1/1989,29685,32741,,,,,,,R,R,10-May,165,,,,,,,,,NOT,1964
7744,helmw001,Helms,Wesley Ray,Wes,5/12/1976,Gastonia,North Carolina,USA,9/5/1998,8/13/2011,,,,,,,,,,,R,R,4-Jun,230,,,,,,,,,NOT,1998
7745,helsr001,Helsley,Ryan Dalton,Ryan,7/18/1994,Tahlequah,Oklahoma,USA,4/16/2019,10/1/2020,,,,,,,,,,,R,R,1-Jun,195,,,,,,,,,,2019
7746,helth101,Heltzel,William Wade,Heinie,12/21/1913,York,Pennsylvania,USA,7/27/1943,8/6/1944,,,,,,,5/1/1998,York,Pennsylvania,USA,R,R,10-May,150,Mount Rose Cemetery,York,Pennsylvania,USA,,,,,NOT,1943
7747,heltt001,Helton,Todd Lynn,Todd,8/20/1973,Knoxville,Tennessee,USA,8/2/1997,9/29/2013,,,,,,,,,,,L,L,2-Jun,195,,,,,,,,,NOT,1997
7748,hemar101,Heman,Russell Frederick,Russ,2/10/1933,Olive,California,USA,4/20/1961,6/18/1961,,,,,,,,,,,R,R,4-Jun,200,,,,,,,,,NOT,1961
7749,hembh001,Hembree,Richard Heath,Heath,1/13/1989,Spartanburg,South Carolina,USA,9/3/2013,9/20/2020,,,,,,,,,,,R,R,4-Jun,210,,,,,,,,,NOT,2013
7750,hemie101,Hemingway,Edson Marshall,Ed,05/08/1893,Sheridan,Michigan,USA,9/17/1914,8/14/1918,,,,,,,7/5/1969,Grand Rapids,Michigan,USA,B,R,5-11.5,165,Sheridan Cemetery,Sheridan,Michigan,USA,,,,,NOT,1914
7751,hemmg101,Hemming,George Earl,George,12/15/1868,Carrollton,Ohio,USA,04/21/1890,06/12/1897,,,,,06/11/1895,08/29/1896,6/3/1930,Springfield,Massachusetts,USA,R,R,11-May,170,Oak Grove Cemetery,Springfield,Massachusetts,USA,,,,,NOT,1890
7752,hemos001,Hemond,Scott Mathew,Scott,11/18/1965,Taunton,Massachusetts,USA,9/9/1989,9/29/1995,,,,,,,,,,,R,R,Jun-00,205,,,,,,,,,NOT,1989
7753,hempb001,Hemphill,Bret Ryan,Bret,12/17/1971,Santa Clara,California,USA,6/28/1999,10/3/1999,,,,,,,,,,,B,R,3-Jun,200,,,,,,,,,NOT,1999
7754,hempc101,Hemphill,Charles Judson,Charlie,04/20/1876,Greenville,Michigan,USA,06/27/1899,10/3/1911,,,,,,,6/22/1953,Detroit,Michigan,USA,L,L,9-May,160,,,,,,,,,NOT,1899
7755,hempd101,Hemp,William H.,Ducky,12/27/1862,St. Louis,Missouri,USA,10/06/1887,08/25/1890,,,,,,,3/3/1923,St. Louis,Missouri,USA,,,5-07.5,136,Calvary Cemetery,St. Louis,Missouri,USA,,,,,NOT,1887
7756,hempf101,Hemphill,Frank Vernon,Frank,05/13/1878,Greenville,Michigan,USA,4/17/1906,6/23/1909,,,,,,,11/16/1950,Chicago,Illinois,USA,R,R,11-May,165,Oak Forest Cemetery,Chicago,Illinois,USA,,,,,NOT,1906
7757,hemsr101,Hemsley,Ralston Burdett,Rollie,6/24/1907,Syracuse,Ohio,USA,4/19/1928,4/17/1947,,,19827,22919,,,7/31/1972,Washington,D.C.,USA,R,R,10-May,170,George Washington Cemetery,Adelphi,Maryland,USA,,,,,NOT,1928
7758,hemus101,Hemus,Solomon Joseph,Solly,4/17/1923,Phoenix,Arizona,USA,4/27/1949,6/14/1959,4/10/1959,7/5/1961,22747,24018,,,10/2/2017,Houston,Texas,USA,L,R,9-May,165,Memorial Oaks Cemetery,Houston,Texas,USA,,,,,NOT,1949
7759,hendb001,Hendrickson,Benjamin John,Ben,2/4/1981,St. Cloud,Minnesota,USA,6/2/2004,5/20/2006,,,,,,,,,,,R,R,4-Jun,190,,,,,,,,,NOT,2004
7760,hendb101,Hendley,Charles Robert,Bob,4/30/1939,Macon,Georgia,USA,6/23/1961,9/3/1967,,,,,,,,,,,R,L,2-Jun,190,,,,,,,,,NOT,1961
7761,hendb102,Henderson,William Maxwell,Bill,11/4/1901,Pensacola,Florida,USA,6/20/1930,7/4/1930,,,,,,,10/6/1966,Pensacola,Florida,USA,R,R,Jun-00,190,Bayview Memorial Park,Pensacola,Florida,USA,,,,,NOT,1930
7762,hendb103,Henderson,Bernard,Bernie,04/12/1899,Douglasville,Texas,USA,9/5/1921,10/2/1921,,,,,,,6/4/1966,Linden,Texas,USA,R,R,9-May,175,St. William Cemetery,Douglasville,Texas,USA,,,,,NOT,1921
7763,hendc101,Hendrix,Claude Raymond,Claude,04/13/1889,Olathe,Kansas,USA,5/15/1911,8/27/1920,,,,,,,3/22/1944,Allentown,Pennsylvania,USA,R,R,Jun-00,195,Arlington Memorial Park,Allentown,Pennsylvania,USA,"Section W, Lot 41, Space 2",,,,NOT,1911
7764,hendd001,Henderson,David Lee,Dave,7/21/1958,Merced,California,USA,4/9/1981,7/29/1994,,,,,,,12/27/2015,Seattle,Washington,USA,R,R,2-Jun,210,,,,,,,,,NOT,1981
7765,hendd101,Hendrickson,Donald William,Don,7/14/1913,Kewanna,Indiana,USA,7/4/1945,4/24/1946,,,,,,,1/19/1977,Norfolk,Virginia,USA,R,R,2-Jun,204,St. Joseph Valley Memorial Park,Granger,Indiana,USA,,,,,NOT,1945
7766,hende101,Henderson,Edward J.,Ed,12/25/1884,Newark,New Jersey,USA,4/29/1914,7/2/1914,,,,,,,1/15/1964,New York,New York,USA,L,L,9-May,168,Long Island National Cemetery,"Farmingdale, Nassau County",New York,USA,"Section 2L, Site 2667",Eugene Johnson Ball,,,NOT,1914
7767,hende102,Hendricks,Edward,Ed,06/20/1885,Zeeland,Michigan,USA,9/15/1910,10/11/1910,,,,,,,11/28/1930,Jackson,Michigan,USA,L,L,3-Jun,200,Roseland Memorial Gardens,Jackson,Michigan,USA,,,,,NOT,1910
7768,hende103,Hendricks,Elrod Jerome,Elrod,12/22/1940,Charlotte Amalie,St. Thomas,Virgin Islands,4/13/1968,9/19/1979,,,28587,38627,,,12/21/2005,Glen Burnie,Maryland,USA,L,R,1-Jun,175,Asbury United Methodist Church Cemetery,Arnold,Maryland,USA,,,,,NOT,1968
7769,hendg001,Hendrick,George Andrew,George,10/18/1949,Los Angeles,California,USA,6/4/1971,10/2/1988,,,35156,41910,,,,,,,R,R,3-Jun,195,,,,,,,,,NOT,1971
7770,hendh101,Hendrick,Harvey,Harvey,11/09/1897,Mason,Tennessee,USA,4/20/1923,8/28/1934,,,,,,,10/29/1941,Covington,Tennessee,USA,L,R,2-Jun,190,Montford Cemetery,Covington,Tennessee,USA,N35.33.630 W89.39.245,,,,NOT,1923
7771,hendh102,Henderson,James Harding,Hardie,10/31/1862,Philadelphia,Pennsylvania,USA,05/02/1883,05/24/1888,,,,,06/16/1889,09/12/1896,2/6/1903,Philadelphia,Pennsylvania,USA,R,R,10-May,194,Fernwood Cemetery,"Fernwood, Delaware County",Pennsylvania,USA,,,,,NOT,1883
7772,hendj001,Henderson,James Duffy,Jim,10/21/1982,Calgary,Alberta,Canada,7/26/2012,10/2/2016,,,,,,,,,,,L,R,5-Jun,190,,,,,,,,,NOT,2012
7773,hendj101,Hendricks,John Charles,Jack,04/09/1875,Joliet,Illinois,USA,6/12/1902,9/28/1903,4/16/1918,10/6/1929,,,,,5/13/1943,Chicago,Illinois,USA,L,L,5-11.5,160,Mount Carmel Cemetery,Hillside,Illinois,USA,,,,,NOT,1902
7774,hendj102,Henderson,Joseph Lee,Joe,7/4/1946,Lake Cormorant,Mississippi,USA,6/7/1974,7/16/1977,,,,,,,,,,,L,R,2-Jun,195,,,,,,,,,NOT,1974
7775,hendk001,Hendricks,Kyle Christian,Kyle,12/7/1989,Newport Beach,California,USA,7/10/2014,9/30/2020,,,,,,,,,,,R,R,3-Jun,190,,,,,,,,,NOT,2014
7776,hendk101,Henderson,Kenneth Joseph,Ken,6/15/1946,Carroll,Iowa,USA,4/23/1965,7/19/1980,,,,,,,,,,,B,R,2-Jun,180,,,,,,,,,NOT,1965
7777,hendl001,Hendriks,Liam Johnson,Liam,2/10/1989,Perth,Western Australia,Australia,9/6/2011,10/7/2020,,,,,,,,,,,R,R,1-Jun,190,,,,,,,,,NOT,2011
7778,hendm001,Hendrickson,Mark Allan,Mark,6/23/1974,Mount Vernon,Washington,USA,8/6/2002,8/28/2011,,,,,,,,,,,L,L,9-Jun,230,,,,,,,,,NOT,2002
7779,hendr001,Henderson,Rickey Nelson Henley,Rickey,12/25/1958,Chicago,Illinois,USA,6/24/1979,9/19/2003,,,39275,39355,,,,,,,R,L,10-May,180,,,,,,Rickey Nelson Henley,,,HOF,1979
7780,hendr002,Henderson,Rodney Wood,Rod,3/11/1971,Greensburg,Kentucky,USA,4/19/1994,9/23/1998,,,,,,,,,,,R,R,4-Jun,195,,,,,,,,,NOT,1994
7781,hends001,Henderson,Steven Curtis,Steve,11/18/1952,Houston,Texas,USA,6/16/1977,9/28/1988,,,34428,42645,,,,,,,R,R,2-Jun,190,,,,,,,,,NOT,1977
7782,hendt101,Hendryx,Timothy Green,Tim,01/31/1891,Le Roy,Illinois,USA,9/4/1911,7/26/1921,,,,,,,8/14/1957,Corpus Christi,Texas,USA,R,R,9-May,170,Rose Hill Memorial Park,Corpus Christi,Texas,USA,,,,,NOT,1911
7783,hengd001,Hengel,David Lee,Dave,12/18/1961,Oakland,California,USA,9/3/1986,6/27/1989,,,,,,,,,,,R,R,Jun-00,185,,,,,,,,,NOT,1986
7784,hengm101,Hengel,Emery J.,Moxie,10/07/1857,Chicago,Illinois,USA,04/20/1884,05/27/1885,,,,,07/22/1884,08/27/1884,12/11/1924,River Forest,Illinois,USA,R,,8-May,144,Forest Home Cemetery,Forest Park,Illinois,USA,,,,,NOT,1884
7785,henil101,Henion,Lafayette Marion,Lafayette,06/07/1899,Eureka,California,USA,9/10/1919,9/10/1919,,,,,,,7/22/1955,San Luis Obispo,California,USA,R,R,11-May,154,San Luis Cemetery,San Luis Obispo,California,USA,,,,,NOT,1919
7786,henkt001,Henke,Thomas Anthony,Tom,12/21/1957,Kansas City,Missouri,USA,9/10/1982,9/30/1995,,,,,,,,,,,R,R,5-Jun,215,,,,,,,,,NOT,1982
7787,henlb001,Henley,Robert Clifton,Bob,1/30/1973,Mobile,Alabama,USA,7/19/1998,9/26/1998,,,41729,44503,,,,,,,R,R,2-Jun,190,,,,,,,,,NOT,1998
7788,henlb101,Henline,Walter John,Butch,12/20/1894,Fort Wayne,Indiana,USA,4/13/1921,7/18/1931,,,,,4/17/1945,10/3/1948,10/9/1957,Sarasota,Florida,USA,R,R,10-May,175,Manasota Memorial Park,Bradenton,Florida,USA,Cremated,,,,NOT,1921
7789,henlg101,Henley,Gail Curtice,Gail,10/15/1928,Wichita,Kansas,USA,4/13/1954,5/6/1954,,,,,,,,,,,L,R,9-May,180,,,,,,,,,NOT,1954
7790,henlw101,Henley,Weldon,Weldon,10/25/1880,Jasper,Georgia,USA,4/23/1903,6/28/1907,,,,,,,11/16/1960,Palatka,Florida,USA,R,R,Jun-00,175,West View Cemetery,Palatka,Florida,USA,,,,,NOT,1903
7791,hennb001,Hennessey,Brad Martin,Brad,2/7/1980,Toledo,Ohio,USA,8/7/2004,9/26/2008,,,,,,,,,,,R,R,2-Jun,185,,,,,,,,,NOT,2004
7792,henng101,Hennessey,George,George,10/28/1907,Slatington,Pennsylvania,USA,9/2/1937,6/12/1945,,,18371,18537,,,1/15/1988,Princeton,New Jersey,USA,R,R,10-May,168,Our Lady of Lourdes Cemetery,Trenton,New Jersey,USA,,,,,NOT,1937
7793,hennl101,Hennessy,Lester Baker,Les,12/12/1893,Lynn,Massachusetts,USA,6/4/1913,7/20/1913,,,,,,,11/20/1976,New York,New York,USA,R,R,Jun-00,190,St. Joseph Cemetery,Lynn,Massachusetts,USA,,,,,NOT,1913
7794,hennm001,Henneman,Michael Alan,Mike,12/11/1961,St. Charles,Missouri,USA,5/11/1987,10/5/1996,,,,,,,,,,,R,R,4-Jun,205,,,,,,,,,NOT,1987
7795,hennp101,Henning,Ernest Herman,Pete,12/28/1887,Crown Point,Indiana,USA,4/17/1914,10/3/1915,,,,,,,11/4/1939,Dyer,Indiana,USA,R,R,11-May,185,Maplewood Cemetery,Crown Point,Indiana,USA,,,,,NOT,1914
7796,hennp102,Hennigan,Phillip Winston,Phil,4/10/1946,Jasper,Texas,USA,9/2/1969,7/7/1973,,,,,,,6/17/2016,Center,Texas,USA,R,R,5-11.5,185,Adams Cemetery,Shelbyville,Texas,USA,,,,,NOT,1969
7797,hennr001,Hennis,Randall Philip,Randy,12/16/1965,Clearlake,California,USA,9/17/1990,10/3/1990,,,,,,,,,,,R,R,6-Jun,220,,,,,,,,,NOT,1990
7798,hennr101,Henninger,Richard Lee,Rick,1/11/1948,Hastings,Nebraska,USA,9/3/1973,9/24/1973,,,,,,,,,,,R,R,6-Jun,225,,,,,,,,,NOT,1973
7799,henns001,Henn,Sean Michael,Sean,4/23/1981,Fort Worth,Texas,USA,5/4/2005,9/23/2013,,,,,,,,,,,R,L,5-Jun,200,,,,,,,,,NOT,2005
7800,henrb001,Henry,Floyd Bluford,Butch,10/7/1968,El Paso,Texas,USA,4/9/1992,9/10/1999,,,,,,,,,,,L,L,1-Jun,195,,,,,,,,,NOT,1992
7801,henrb101,Henry,William Rodman,Bill,10/15/1927,Alice,Texas,USA,4/17/1952,6/16/1969,,,,,,,4/11/2014,Round Rock,Texas,USA,L,L,2-Jun,180,South Park Cemetery,Pearland,Texas,USA,Section E Lot 41 space 9,,,,NOT,1952
7802,henrb102,Henry,William Francis,Bill,2/15/1942,Long Beach,California,USA,9/13/1966,9/15/1966,,,,,,,,,,,L,L,3-Jun,195,,,,,,,,,NOT,1966
7803,henrb103,Henrich,Robert Edward,Bobby,12/24/1938,Lawrence,Kansas,USA,5/3/1957,9/19/1959,,,,,,,,,,,R,R,1-Jun,185,,,,,,,,,NOT,1957
7804,henrd001,Henry,Dwayne Allen,Dwayne,2/16/1962,Elkton,Maryland,USA,9/7/1984,9/30/1995,,,,,,,,,,,R,R,3-Jun,205,,,,,,,,,NOT,1984
7805,henrd002,Henry,Richard Douglas,Doug,12/10/1963,Sacramento,California,USA,7/15/1991,10/3/2001,,,41365,43009,,,,,,,R,R,4-Jun,185,,,,,,,,,NOT,1991
7806,henrd101,Henry,Frank John,Dutch,5/12/1902,Cleveland,Ohio,USA,9/15/1921,9/18/1930,,,,,,,8/23/1968,Cleveland,Ohio,USA,L,L,1-Jun,175,Calvary Cemetery,Cleveland,Ohio,USA,,,,,NOT,1921
7807,henre101,Henry,Earl Clifford,Earl,6/10/1917,Roseville,Ohio,USA,9/23/1944,7/20/1945,,,,,,,12/10/2002,Zanesville,Ohio,USA,L,L,11-May,172,Roseville Cemetery,Roseville,Ohio,USA,,,,,NOT,1944
7808,henrf101,Henrich,Frank Wilde,Fritz,05/08/1899,Cincinnati,Ohio,USA,4/19/1924,9/13/1924,,,,,,,5/1/1959,Philadelphia,Pennsylvania,USA,L,L,10-May,160,Holy Sepulchre Cemetery,Cheltenham,Pennsylvania,USA,,,,,NOT,1924
7809,henrg101,Henry,George Washington,George,08/10/1863,Philadelphia,Pennsylvania,USA,04/27/1893,06/03/1893,,,,,,,12/30/1934,Lynn,Massachusetts,USA,R,R,9-May,180,Pine Grove Cemetery,Lynn,Massachusetts,USA,Cremated,,,,NOT,1893
7810,henrj101,Henry,John Park,John,12/26/1889,Amherst,Massachusetts,USA,7/8/1910,8/10/1918,,,,,,,11/24/1941,Fort Huachuca,Arizona,USA,R,R,Jun-00,180,Evergreen Cemetery,Bisbee,Arizona,USA,,,,,NOT,1910
7811,henrj102,Henry,John Michael,John,09/02/1863,Springfield,Massachusetts,USA,08/13/1884,08/07/1890,,,,,,,6/11/1939,Hartford,Connecticut,USA,R,R,,,Mount St. Benedict Cemetery,Bloomfield,Connecticut,USA,,,,,NOT,1884
7812,henrj103,Henry,James Francis,Jim,6/26/1910,Danville,Virginia,USA,4/23/1936,5/27/1939,,,,,,,8/15/1976,Memphis,Tennessee,USA,R,R,2-Jun,175,Forest Hill Cemetery East,Memphis,Tennessee,USA,"Shepherd's Psalm, Lot 44, C, 3",,,,NOT,1936
7813,henro001,Henriquez,Oscar Eduardo,Oscar,1/28/1974,La Guaira,Vargas,Venezuela,9/7/1997,9/8/2002,,,,,,,,,,,R,R,6-Jun,220,,,,,,,,,NOT,1997
7814,henro101,Henriksen,Olaf,Olaf,04/26/1888,Kirkerup,,Denmark,8/11/1911,6/27/1917,,,,,,,10/17/1962,Norwood,Massachusetts,USA,L,L,5-07.5,158,St. Mary Cemetery,Canton,Massachusetts,USA,,,,,NOT,1911
7815,henrr101,Henry,Ronald Baxter,Ron,8/7/1936,Chester,Pennsylvania,USA,4/15/1961,10/2/1964,,,,,,,5/14/2016,Denver,Colorado,USA,R,R,1-Jun,180,,,,,,,,,NOT,1961
7816,henrs101,Henry,Frederick Marshall,Snake,07/19/1895,Waynesville,North Carolina,USA,9/15/1922,5/14/1923,,,,,,,10/12/1987,Wendell,North Carolina,USA,L,L,Jun-00,170,Montlawn Memorial Park,Raleigh,North Carolina,USA,,,,,NOT,1922
7817,henrt101,Henrich,Thomas David,Tommy,2/20/1913,Massillon,Ohio,USA,5/11/1937,10/1/1950,,,18735,21820,,,12/1/2009,Beavercreek,Ohio,USA,L,L,Jun-00,180,Dayton National Cemetery,Dayton,Ohio,USA,Cremated,,,,NOT,1937
7818,hensc001,Hensley,Charles Floyd,Chuck,3/11/1959,Tulare,California,USA,5/10/1986,7/2/1986,,,,,,,,,,,L,L,3-Jun,190,,,,,,,,,NOT,1986
7819,hensc002,Hensley,Clayton Allen,Clay,8/31/1979,Tomball,Texas,USA,7/20/2005,10/3/2012,,,,,,,,,,,R,R,11-May,190,,,,,,,,,NOT,2005
7820,hensd001,Henson,Drew Daniel,Drew,2/13/1980,San Diego,California,USA,9/5/2002,9/28/2003,,,,,,,,,,,R,R,5-Jun,222,,,,,,,,,NOT,2002
7821,hensm001,Hensley,Matthew Davis,Matt,8/18/1978,San Diego,California,USA,5/4/2004,10/3/2004,,,,,,,,,,,R,R,2-Jun,220,,,,,,,,,NOT,2004
7822,hensp101,Hensiek,Philip Frank,Phil,10/13/1901,St. Louis,Missouri,USA,8/15/1935,9/2/1935,,,,,,,2/21/1972,St. Louis,Missouri,USA,R,R,Jun-00,160,Calvary Cemetery,St. Louis,Missouri,USA,,,,,NOT,1935
7823,hensr101,Henshaw,Roy Kniklebine,Roy,7/29/1911,Chicago,Illinois,USA,4/15/1933,9/10/1944,,,,,,,6/8/1993,La Grange,Illinois,USA,R,L,8-May,155,Mount Hope Cemetery,Chicago,Illinois,USA,,,,,NOT,1933
7824,hentp001,Hentgen,Patrick George,Pat,11/13/1968,Detroit,Michigan,USA,9/3/1991,7/21/2004,,,40634,41546,,,,,,,R,R,2-Jun,210,,,,,,,,,NOT,1991
7825,heplb101,Hepler,William Lewis,Bill,9/25/1945,Covington,Virginia,USA,4/23/1966,10/2/1966,,,,,,,,,,,L,L,Jun-00,160,,,,,,,,,NOT,1966
7826,herbe101,Herbert,Earn Albert,Ernie,01/30/1887,Breckinridge,Missouri,USA,7/27/1913,9/13/1915,,,,,,,1/13/1968,Dallas,Texas,USA,R,R,10-May,165,Mount Olivet Cemetery,Marceline,Missouri,USA,,,,,NOT,1913
7827,herbf101,Herbert,Frederick,Fred,03/04/1887,La Grange,Illinois,USA,9/25/1915,9/29/1915,,,,,,,5/29/1963,Tice,Florida,USA,R,R,Jun-00,185,Parkholm Cemetery,La Grange,Illinois,USA,"Section 3, Lot 57, Buried under the name Herbert F. Kamman",Herbert Frederick Kemman,,,NOT,1915
7828,herbr101,Herbert,Raymond Ernest,Ray,12/15/1929,Detroit,Michigan,USA,8/27/1950,9/17/1966,,,,,,,,,,,R,R,11-May,185,,,,,,,,,NOT,1950
7829,herbr102,Herbel,Ronald Samuel,Ron,1/16/1938,Denver,Colorado,USA,9/10/1963,9/19/1971,,,,,,,1/20/2000,Tacoma,Washington,USA,R,R,1-Jun,195,Mountain View Memorial Park,Tacoma,Washington,USA,Plot 46-203,,,,NOT,1963
7830,heref001,Heredia,Felix (Perez),Felix,6/18/1975,Barahona,Barahona,Dominican Republic,8/9/1996,4/18/2005,,,,,,,,,,,L,L,Jun-00,160,,,,,,,,,NOT,1996
7831,hereg001,Heredia,Gilbert,Gil,10/26/1965,Nogales,Arizona,USA,9/1/1991,9/19/2001,,,,,,,,,,,R,R,1-Jun,190,,,,,,,,,NOT,1991
7832,hereg002,Heredia,Guillermo (Molina),Guillermo,1/31/1991,Matanzas,,Cuba,7/29/2016,9/27/2020,,,,,,,,,,,R,L,10-May,180,,,,,,,,,NOT,2016
7833,hereu001,Heredia,Ubaldo Jose (Martinez),Ubaldo,5/4/1956,Ciudad Bolivar,Bolivar,Venezuela,5/12/1987,5/17/1987,,,,,,,,,,,R,R,2-Jun,180,,,,,,,,,NOT,1987
7834,herew001,Heredia,Wilson,Wilson,3/30/1972,La Romana,La Romana,Dominican Republic,4/27/1995,9/20/1997,,,,,,,,,,,R,R,Jun-00,175,,,,,,,,,NOT,1995
7835,hergj001,Herget,James Matthew,Jimmy,9/9/1993,Tampa,Florida,USA,7/7/2019,9/26/2020,,,,,,,,,,,R,R,3-Jun,170,,,,,,,,,,2019
7836,hergm001,Herges,Matthew Tyler,Matt,4/1/1970,Champaign,Illinois,USA,8/3/1999,10/4/2009,,,43188,44503,,,,,,,L,R,Jun-00,200,,,,,,,,,NOT,1999
7837,herma101,Herman,Arthur,Art,05/11/1871,Louisville,Kentucky,USA,06/29/1896,05/20/1897,,,,,,,9/20/1955,Los Angeles,California,USA,,,,,Inglewood Park Cemetery,Inglewood,California,USA,,,,,NOT,1896
7838,herma102,Hermann,Albert Bartel,Al,03/28/1899,Milltown,New Jersey,USA,7/13/1923,4/20/1924,,,,,,,8/20/1980,Lewes,Delaware,USA,R,R,Jun-00,180,Parklawn Memorial Park,Rockville,Maryland,USA,,,,,NOT,1923
7839,hermb101,Herman,William Jennings Bryan,Billy,7/7/1909,New Albany,Indiana,USA,8/29/1931,8/1/1947,4/15/1947,9/7/1966,19099,29128,,,9/5/1992,West Palm Beach,Florida,USA,R,R,11-May,180,Riverside Memorial Park,Tequesta,Florida,USA,"Heritage Hall Mausoleum, Wall G, Level 2, Unit B",,,,HOF,1931
7840,hermb102,Herman,Floyd Caves,Babe,6/26/1903,Buffalo,New York,USA,4/14/1926,9/16/1945,,,18734,18901,,,11/27/1987,Glendale,California,USA,L,L,4-Jun,190,Forest Lawn Memorial Park,Glendale,California,USA,"Whispering Pines, Lot 1064, Space 5",,,,NOT,1926
7841,hermc001,Hermansen,Chad Bruce,Chad,9/10/1977,Salt Lake City,Utah,USA,9/7/1999,4/17/2004,,,,,,,,,,,R,R,2-Jun,185,,,,,,,,,NOT,1999
7842,hermd001,Hermanson,Dustin Michael,Dustin,12/21/1972,Springfield,Ohio,USA,5/8/1995,9/24/2006,,,,,,,,,,,R,R,3-Jun,195,,,,,,,,,NOT,1995
7843,hermg101,Hermanski,Eugene Victor,Gene,5/11/1920,Pittsfield,Massachusetts,USA,8/14/1943,9/22/1953,,,,,,,8/9/2010,Homosassa Springs,Florida,USA,L,R,5-11.5,185,Cremated,,,,Ashes retained by family,,,,NOT,1943
7844,hermj001,Hermida,Jeremy Ryan,Jeremy,1/30/1984,Atlanta,Georgia,USA,8/31/2005,4/26/2012,,,,,,,,,,,L,R,4-Jun,200,,,,,,,,,NOT,2005
7845,hermm001,Hermosillo,Michael,Michael,1/17/1995,Mesa,Arizona,USA,5/18/2018,8/2/2020,,,,,,,,,,,R,R,Jun-00,205,,,,,,,,,NOT,2018
7846,hermr101,Hermoso,Angel Remigio,Remy,10/1/1947,Puerto Cabello,Carabobo,Venezuela,9/14/1967,9/30/1974,,,,,,,8/22/2020,Puerto Cabello,Carabobo,Venezuela,R,R,8-May,155,,,,,,,,,NOT,1967
7847,herna001,Hernandez,Alexander (Vargas),Alex,5/28/1977,San Juan,,Puerto Rico,9/1/2000,8/10/2001,,,,,,,,,,,L,L,4-Jun,190,,,,,,,,,NOT,2000
7848,herna002,Hernandez,Adrian,Adrian,3/25/1975,Havana,,Cuba,4/21/2001,5/8/2004,,,,,,,,,,,R,R,1-Jun,185,,,,,,,,,NOT,2001
7849,herna003,Hernandez,Anderson Mejia,Anderson,10/30/1982,Santo Domingo,Distrito Nacional,Dominican Republic,9/18/2005,10/2/2010,,,,,,,,,,,B,R,9-May,170,,,,,,,,,NOT,2005
7850,herna004,Hernandez,Ariel,Ariel,3/2/1992,Santo Domingo,Distrito Nacional,Dominican Republic,4/24/2017,9/30/2017,,,,,,,,,,,R,R,4-Jun,230,,,,,,,,,NOT,2017
7851,hernc001,Hernandez,Carlos Alberto (Almeida),Carlos,5/24/1967,San Felix,Bolivar,Venezuela,4/20/1990,10/1/2000,,,,,,,,,,,R,R,11-May,185,,,,,,,,,NOT,1990
7852,hernc002,Hernandez,Cesar Dario (Perez),Cesar,9/28/1966,Yamasa,Monte Plata,Dominican Republic,7/19/1992,5/17/1993,,,,,,,,,,,R,R,Jun-00,160,,,,,,,,,NOT,1992
7853,hernc003,Hernandez,Carlos Eduardo,Carlos,12/12/1975,Caracas,Distrito Federal,Venezuela,5/26/1999,4/26/2000,,,,,,,,,,,R,R,9-May,175,,,,,,,,,NOT,1999
7854,hernc004,Hernandez,Carlos Enrique,Carlos,4/22/1980,Guacara,Carabobo,Venezuela,8/18/2001,9/26/2004,,,,,,,,,,,L,L,10-May,145,,,,,,,,,NOT,2001
7855,hernc005,Hernandez,Cesar Augusto,Cesar,5/23/1990,Valencia,Carabobo,Venezuela,5/29/2013,9/30/2020,,,,,,,,,,,B,R,10-May,175,,,,,,,,,NOT,2013
7856,hernc006,Hernandez,Carlos Eduardo,Carlos,3/11/1997,Guayana,Bolivar,Venezuela,9/1/2020,9/26/2020,,,,,,,,,,,R,R,4-Jun,250,,,,,,,,,,2020
7857,hernc101,Hernandez,Salvador Jose (Ramos),Chico,1/3/1916,Havana,,Cuba,4/16/1942,7/28/1943,,,,,,,1/3/1986,Havana,,Cuba,R,R,Jun-00,195,,,,,,,,,NOT,1942
7858,hernd001,Hernandez,Diory,Diory,4/8/1984,San Pedro de Macoris,Macoris,Dominican Republic,5/21/2009,6/20/2011,,,,,,,,,,,R,R,Jun-00,185,,,,,,,,,NOT,2009
